# Sources: GeoNames cities15000 + admin1CodesASCII + countryInfo (CC BY 4.0, geonames.org);
# Natural Earth 110m admin_0 countries (public domain, naturalearthdata.com).
# Regenerate: luna/scripts/gen_place_data.py
-12.38333	16.93333	355423	Cuíto	Cuito	Bíe	Angola
-12.56598	16.22589	120677	Catchiungo		Huambo	Angola
-16.6864	14.90317	35985	Humbe		Cunene	Angola
-12.77611	15.73917	595304	Huambo		Huambo	Angola
-13.01592	14.63502	65000	Ganda		Benguela	Angola
-10.85147	14.37993	116903	Gabela		Kwanza Sul	Angola
-12.67889	15.50556	82541	Ecunna		Huambo	Angola
-12.95167	13.1025	25000	Dombe Grande		Benguela	Angola
-12.15	18.08333	19995	Cuemba		Bíe	Angola
-12.31261	14.1265	18451	Cubal do Lumbo		Benguela	Angola
-13.03865	14.2455	90367	Cubal		Benguela	Angola
-11.10862	14.33621	21260	Conda		Kwanza Sul	Angola
-13.55	16.63333	25000	Chitembo		Bíe	Angola
-12.55708	16.33805	26811	Chinguar		Bíe	Angola
-11.95	14.46667	32013	Chindumbo		Benguela	Angola
-11.42173	15.12345	90000	Cela		Kwanza Sul	Angola
-12.43002	13.54677	95034	Catumbela		Benguela	Angola
-12.15	17.28333	28831	Catabola		Bíe	Angola
-11.13333	14.46667	21260	Capunda		Kwanza Sul	Angola
-14.11382	13.24061	66112	Camucuio		Namibe	Angola
-10.07531	17.55058	17212	Cambundi Catembo		Malanje	Angola
-12.01667	17.48333	59000	Camacupa		Bíe	Angola
-13.86667	14.43333	31000	Caluquembe		Huíla	Angola
-10.00055	14.89519	44000	Calulo		Kwanza Sul	Angola
-16.28556	14.30962	70061	Cahama		Cunene	Angola
-12.8525	15.56056	130000	Caála	Caala	Huambo	Angola
-12.47017	14.13688	164685	Bocoio		Benguela	Angola
-12.57674	13.40268	555124	Benguela		Benguela	Angola
-12.35426	14.77232	108965	Balombo		Benguela	Angola
-12.60417	13.19667	107841	Baía Farta	Baia Farta	Benguela	Angola
-11.48676	16.69663	50000	Andulo		Bíe	Angola
-7.46856	17.03769	17212	Cambundi		Malanje	Angola
-8.7815	13.33384	728205	Kikolo		Luanda	Angola
-8.7672	17.99572	90000	Cafunfo		Luanda Norte	Angola
-10.19156	15.43408	29000	Santa Clara		Kwanza Sul	Angola
-11.39223	15.09201	90000	Quissecula		Kwanza Sul	Angola
-10.89481	17.76402	17212	Cambundi		Malanje	Angola
-8.86695	13.3344	882014	Mulenvos		Luanda	Angola
-8.84861	13.275	237528	Kilamba		Luanda	Angola
-8.81806	13.22889	144911	Ingombota		Luanda	Angola
-8.90552	13.22213	464985	Nova Vida		Luanda	Angola
-9.01212	13.38437	198538	Zango		Luanda	Angola
-8.98007	13.30781	256066	Vila Flor		Luanda	Angola
-8.82644	13.26285	190569	Rangel		Luanda	Angola
-8.88001	13.19617	364986	Samba		Luanda	Angola
-8.78883	13.27506	177808	Sambizanga		Luanda	Angola
-12.58997	13.39123	240075	Navegantes		Benguela	Angola
-8.83411	13.29517	428855	Kima Kieza		Luanda	Angola
-8.69335	13.44914	158068	Panguíla	Panguila	Bengo	Angola
-9.06259	13.0456	323576	Ramiros		Luanda	Angola
-8.80523	13.2897	642050	Hoji ya Henda		Luanda	Angola
-34.09584	-59.02423	99061	Zárate	Zarate	Buenos Aires	Argentina
-25.97337	-54.56304	15529	Colonia Wanda		Misiones	Argentina
-28.48726	-59.35421	19101	Villa Ocampo		Santa Fe	Argentina
-31.86767	-59.02701	32027	Villaguay		Entre Rios	Argentina
-37.26394	-56.97304	23257	Villa Gesell		Buenos Aires	Argentina
-34.5108	-58.68059	43405	Villa de Mayo		Buenos Aires	Argentina
-34.67137	-58.40904	41155	Valentín Alsina	Valentin Alsina	Buenos Aires	Argentina
-34.88982	-58.56761	27746	Tristán Suárez	Tristan Suarez	Buenos Aires	Argentina
-34.47513	-58.75367	41390	Tortuguitas		Buenos Aires	Argentina
-34.42603	-58.57962	31106	Tigre		Buenos Aires	Argentina
-37.3287	-59.1369	115877	Tandil		Buenos Aires	Argentina
-34.68161	-58.34639	60752	Sarandí	Sarandi	Buenos Aires	Argentina
-35.0249	-58.42409	90021	San Vicente		Buenos Aires	Argentina
-26.61667	-54.13333	38247	San Vicente		Misiones	Argentina
-28.55104	-56.04125	22634	Santo Tomé	Santo Tome	Corrientes	Argentina
-34.60306	-58.54074	37267	Santos Lugares		Buenos Aires	Argentina
-36.54059	-56.69294	15213	Santa Teresita		Buenos Aires	Argentina
-30.94432	-59.78832	18410	Santa Elena		Entre Rios	Argentina
-37.83438	-57.50749	16629	Santa Clara del Mar		Buenos Aires	Argentina
-33.67918	-59.66633	47452	San Pedro		Buenos Aires	Argentina
-26.6218	-54.10902	23736	San Pedro		Misiones	Argentina
-35.43922	-58.80741	21794	San Miguel del Monte		Buenos Aires	Argentina
-27.50766	-58.55625	15347	San Luis del Palmar		Corrientes	Argentina
-28.13442	-58.76685	47626	San Lorenzo		Corrientes	Argentina
-34.68107	-58.56379	105274	San Justo		Buenos Aires	Argentina
-30.58072	-59.92962	15606	San Javier		Santa Fe	Argentina
-34.46971	-58.52111	45190	San Isidro		Buenos Aires	Argentina
-34.66267	-58.69819	37745	San Antonio de Padua		Buenos Aires	Argentina
-34.25083	-59.46944	22909	San Antonio de Areco		Buenos Aires	Argentina
-35.63884	-59.77938	30378	Saladillo		Buenos Aires	Argentina
-28.25504	-58.62386	18349	Saladas		Corrientes	Argentina
-27.46363	-58.98665	290793	Resistencia		Chaco	Argentina
-34.72589	-58.39663	81465	Remedios de Escalada de San Martín	Remedios de Escalada de San Martin	Buenos Aires	Argentina
-29.15	-59.65	90184	Reconquista		Santa Fe	Argentina
-34.72065	-58.25454	262379	Quilmes		Buenos Aires	Argentina
-26.8089	-55.02147	17491	Puerto Rico		Misiones	Argentina
-25.59912	-54.57355	32038	Puerto Iguazú	Puerto Iguazu	Misiones	Argentina
-26.02267	-54.61356	15579	Puerto Esperanza		Misiones	Argentina
-27.39184	-55.92379	305874	Posadas		Misiones	Argentina
-34.74947	-58.70158	33515	Pontevedra		Buenos Aires	Argentina
-25.73271	-59.10989	19124	Pirané	Pirane	Formosa	Argentina
-37.11108	-56.86523	39218	Pinamar		Buenos Aires	Argentina
-34.45867	-58.91398	81120	Pilar		Buenos Aires	Argentina
-29.71251	-57.08771	43805	Paso de los Libres		Corrientes	Argentina
-27.48683	-55.11994	56528	Oberá	Obera	Misiones	Argentina
-32.39375	-59.78955	43195	Nogoyá	Nogoya	Entre Rios	Argentina
-38.5545	-58.73961	73557	Necochea		Buenos Aires	Argentina
-35.00587	-59.27828	16649	Navarro		Buenos Aires	Argentina
-34.55622	-58.70739	26844	Muñiz	Muniz	Buenos Aires	Argentina
-34.65118	-58.62205	99066	Morón	Moron	Buenos Aires	Argentina
-34.7296	-58.35421	85060	Monte Chingolo		Buenos Aires	Argentina
-30.2518	-57.63537	24671	Monte Caseros		Corrientes	Argentina
-26.56849	-54.7579	22229	Montecarlo		Misiones	Argentina
-38.27161	-57.8389	34380	Miramar		Buenos Aires	Argentina
-34.66536	-58.72744	268961	Merlo		Buenos Aires	Argentina
-34.65072	-59.43143	63284	Mercedes		Buenos Aires	Argentina
-29.18416	-58.07519	30649	Mercedes		Corrientes	Argentina
-34.64239	-58.59212	37745	Haedo		Buenos Aires	Argentina
-36.57429	-56.6939	83016	Mar del Tuyú	Mar del Tuyu	Buenos Aires	Argentina
-38.00042	-57.5562	593337	Mar del Plata		Buenos Aires	Argentina
-36.72881	-56.68265	25520	Mar de Ajó	Mar de Ajo	Buenos Aires	Argentina
-35.07997	-57.51368	15338	Magdalena		Buenos Aires	Argentina
-34.5664	-59.11478	97363	Luján	Lujan	Buenos Aires	Argentina
-34.50316	-58.70596	53354	Los Polvorines		Buenos Aires	Argentina
-34.7574	-58.40279	111897	Lomas de Zamora		Buenos Aires	Argentina
-35.18537	-59.09788	35719	Lobos		Buenos Aires	Argentina
-27.60376	-55.32365	27287	Leandro N. Alem		Misiones	Argentina
-36.01427	-59.09986	25075	Las Flores		Buenos Aires	Argentina
-34.92126	-57.95442	195443	La Plata		Buenos Aires	Argentina
-30.74179	-59.64517	24716	La Paz		Entre Rios	Argentina
-34.70757	-58.39132	212252	Lanús	Lanus	Buenos Aires	Argentina
-34.75049	-58.58464	248362	Laferrere		Buenos Aires	Argentina
-27.04346	-55.22698	24905	Jardín América	Jardin America	Misiones	Argentina
-27.58504	-56.68707	168419	Ituzaingó	Ituzaingo	Corrientes	Argentina
-34.7	-58.58745	131981	Isidro Casanova		Buenos Aires	Argentina
-34.5904	-58.62904	60000	Hurlingham		Buenos Aires	Argentina
-33.00777	-58.51836	78676	Gualeguaychú	Gualeguaychu	Entre Rios	Argentina
-33.14091	-59.31257	33120	Gualeguay		Entre Rios	Argentina
-29.13995	-59.26343	70245	Goya		Corrientes	Argentina
-28.05	-56.03333	28756	Gobernador Virasora		Corrientes	Argentina
-34.45256	-58.64312	43287	General Pacheco		Buenos Aires	Argentina
-37.00196	-57.13584	21461	General Juan Madariaga		Buenos Aires	Argentina
-26.53643	-59.34138	31758	General José de San Martín	General Jose de San Martin	Chaco	Argentina
-35.76842	-58.49444	19056	General Belgrano		Buenos Aires	Argentina
-27.48315	-55.82924	28814	Garupá	Garupa	Misiones	Argentina
-26.18489	-58.17313	222226	Formosa		Formosa	Argentina
-27.42039	-59.03731	26745	Fontana		Chaco	Argentina
-30.95619	-58.7797	16333	Federal		Entre Rios	Argentina
-34.8544	-58.52474	115021	Ezeiza		Buenos Aires	Argentina
-30.01476	-59.5289	26399	Esquina		Corrientes	Argentina
-34.86074	-57.91238	63978	Ensenada		Buenos Aires	Argentina
-27.29662	-54.19811	19571	El Soberbio		Misiones	Argentina
-34.61771	-58.60153	59031	El Palomar		Buenos Aires	Argentina
-26.40453	-54.61847	54189	Eldorado		Misiones	Argentina
-34.49459	-58.62729	71356	Don Torcuato		Buenos Aires	Argentina
-36.31539	-57.67546	30372	Dolores		Buenos Aires	Argentina
-29.79145	-58.0499	36390	Curuzú Cuatiá	Curuzu Cuatia	Corrientes	Argentina
-27.46784	-58.8344	346334	Corrientes		Corrientes	Argentina
-31.39195	-58.01706	145210	Concordia		Entre Rios	Argentina
-32.48463	-58.23217	67895	Concepción del Uruguay	Concepcion del Uruguay	Entre Rios	Argentina
-32.22312	-58.14426	58219	Colón	Colon	Entre Rios	Argentina
-35.57681	-58.01215	39947	Chascomús	Chascomus	Buenos Aires	Argentina
-30.75482	-57.98196	30655	Chajarí	Chajari	Entre Rios	Argentina
-34.65142	-58.64074	107786	Castelar		Buenos Aires	Argentina
-34.3766	-59.82272	15900	Carmen de Areco		Buenos Aires	Argentina
-35.05379	-58.76205	41801	Cañuelas	Canuelas	Buenos Aires	Argentina
-34.16327	-58.95919	86860	Campana		Buenos Aires	Argentina
-34.82584	-58.39502	98859	Burzaco		Buenos Aires	Argentina
-34.61315	-58.37723	2891082	Buenos Aires		Buenos Aires F.D.	Argentina
-35.16799	-58.23742	24487	Coronel Brandsen		Buenos Aires	Argentina
-34.8715	-57.88328	88470	Berisso		Buenos Aires	Argentina
-34.76531	-58.21278	180523	Berazategui		Buenos Aires	Argentina
-37.67188	-59.80653	15777	Benito Juárez	Benito Juarez	Buenos Aires	Argentina
-34.5651	-58.69034	79737	Bella Vista		Buenos Aires	Argentina
-27.48132	-58.93925	50823	Barranqueras		Chaco	Argentina
-33.81199	-59.50467	35389	Baradero		Buenos Aires	Argentina
-34.74563	-58.39365	61072	Banfield		Buenos Aires	Argentina
-37.84638	-58.25549	44409	Balcarce		Buenos Aires	Argentina
-36.77803	-59.85848	64884	Azul		Buenos Aires	Argentina
-37.15276	-58.48838	18916	Ayacucho		Buenos Aires	Argentina
-29.11761	-59.65834	23341	Avellaneda		Santa Fe	Argentina
-27.91421	-55.75355	30278	Apóstoles	Apostoles	Misiones	Argentina
-38.90056	-70.06674	31534	Zapala		Neuquen	Argentina
-26.81298	-65.29543	50783	Yerba Buena		Tucuman	Argentina
-39.09631	-67.08374	31209	Villa Regina		Rio Negro	Argentina
-31.4933	-68.53838	19092	Villa Paula de Sarmiento		San Juan	Argentina
-32.43289	-63.24811	25961	Villa Nueva		Cordoba	Argentina
-32.40751	-63.24016	92453	Villa María	Villa Maria	Cordoba	Argentina
-31.94504	-65.19025	28009	Villa Dolores		Cordoba	Argentina
-31.55416	-63.53562	17496	Villa del Rosario		Cordoba	Argentina
-33.22795	-60.32994	44271	Villa Constitución	Villa Constitucion	Santa Fe	Argentina
-31.4183	-64.49008	69451	Villa Carlos Paz		Cordoba	Argentina
-27.57679	-60.71114	43511	Villa Ángela	Villa Angela	Chaco	Argentina
-40.81519	-63.0004	48940	Viedma		Rio Negro	Argentina
-32.61841	-60.15478	25139	Victoria		Entre Rios	Argentina
-29.45986	-60.21315	19797	Vera		Santa Fe	Argentina
-33.74585	-61.96711	72340	Venado Tuerto		Santa Fe	Argentina
-35.43247	-60.17156	23814	Veinticinco de Mayo		Buenos Aires	Argentina
-54.81084	-68.31591	56825	Ushuaia		Tierra del Fuego	Argentina
-31.23717	-64.31176	15369	Unquillo		Cordoba	Argentina
-33.36926	-69.14781	16893	Tupungato		Mendoza	Argentina
-33.58125	-69.01537	38367	Tunuyán	Tunuyan	Mendoza	Argentina
